
These predictions were generated by FAST (v7.02.00d-bjj, 20-Feb-2013)-Compiled as S-Function for Simulink on 15-May-2017 at 12:01:24.
The aerodynamic calculations were made by AeroDyn (v13.00.02a-bjj, 20-Feb-2013).

 Input files for FAST v7.02.

Time	uWind	vWind	wWind	OoPDefl1	OoPDefl2	OoPDefl3	IPDefl1	IPDefl2	IPDefl3	NcIMUTAxs	NcIMUTAys	NcIMUTAzs	RootMOoP1	RootMOoP2	RootMOoP3	RootMIP1	RootMIP2	RootMIP3	RootMFlp1	RootMFlp2	RootMFlp3	RootMEdg1	RootMEdg2	RootMEdg3	TwrBsMxt	TwrBsMyt	TwrBsMzt	LSSTipMya	LSSTipMza	LSSTipVxa	GenPwr	GenTq	GenSpeed	BlPitch1	Azimuth	RotPwr	RotThrust	RotSpeed	HSShftTq
(s)	(m/s)	(m/s)	(m/s)	(m)	(m)	(m)	(m)	(m)	(m)	(m/s^2)	(m/s^2)	(m/s^2)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(rpm)	(kW)	(kN·m)	(rpm)	(deg)	(deg)	(kW)	(kN)	(rpm)	(kN·m)
  68.869	 3.288E+01	 0.000E+00	 0.000E+00	-6.755E-01	 2.121E-01	 2.192E+00	 4.736E-01	 4.305E-01	-1.441E+00	-9.374E-02	 3.403E-01	-2.130E-02	 8.892E+01	 4.200E+03	 7.350E+03	-3.222E+02	-1.903E+03	 5.732E+03	-6.286E+01	 2.924E+03	 9.128E+03	-3.283E+02	-3.566E+03	 1.887E+03	 2.549E+04	 3.880E+04	 1.471E+03	-5.906E+03	-3.120E+03	 2.064E+01	 8.406E+03	 4.309E+01	 2.003E+03	 2.627E+01	 1.637E+02	 9.141E+03	 4.251E+02	 2.064E+01	 4.359E+01
  68.881	 3.288E+01	 0.000E+00	 0.000E+00	-7.106E-01	 2.687E-01	 2.178E+00	 5.036E-01	 3.919E-01	-1.437E+00	-8.456E-02	 3.487E-01	-1.538E-02	 1.397E+01	 4.343E+03	 7.285E+03	-4.535E+02	-1.776E+03	 5.732E+03	-1.882E+02	 3.108E+03	 9.069E+03	-4.128E+02	-3.515E+03	 1.916E+03	 2.556E+04	 3.885E+04	 1.435E+03	-6.040E+03	-2.931E+03	 2.064E+01	 8.406E+03	 4.309E+01	 2.003E+03	 2.627E+01	 1.652E+02	 9.126E+03	 4.244E+02	 2.064E+01	 4.352E+01
  68.894	 3.288E+01	 0.000E+00	 0.000E+00	-7.455E-01	 3.257E-01	 2.163E+00	 5.336E-01	 3.529E-01	-1.433E+00	-7.877E-02	 3.497E-01	-1.062E-02	-6.124E+01	 4.481E+03	 7.214E+03	-5.777E+02	-1.662E+03	 5.738E+03	-3.106E+02	 3.282E+03	 9.009E+03	-4.909E+02	-3.474E+03	 1.952E+03	 2.565E+04	 3.889E+04	 1.396E+03	-6.165E+03	-2.744E+03	 2.065E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.627E+01	 1.668E+02	 9.115E+03	 4.233E+02	 2.065E+01	 4.346E+01
  68.906	 3.288E+01	 0.000E+00	 0.000E+00	-7.800E-01	 3.828E-01	 2.148E+00	 5.635E-01	 3.137E-01	-1.428E+00	-6.863E-02	 3.539E-01	-4.371E-03	-1.305E+02	 4.626E+03	 7.140E+03	-7.048E+02	-1.529E+03	 5.729E+03	-4.290E+02	 3.472E+03	 8.939E+03	-5.742E+02	-3.419E+03	 1.977E+03	 2.574E+04	 3.893E+04	 1.356E+03	-6.290E+03	-2.543E+03	 2.065E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.627E+01	 1.683E+02	 9.107E+03	 4.227E+02	 2.065E+01	 4.342E+01
  68.919	 3.288E+01	 0.000E+00	 0.000E+00	-8.144E-01	 4.402E-01	 2.131E+00	 5.933E-01	 2.741E-01	-1.422E+00	-6.356E-02	 3.501E-01	-1.422E-04	-1.998E+02	 4.764E+03	 7.062E+03	-8.243E+02	-1.411E+03	 5.728E+03	-5.441E+02	 3.647E+03	 8.868E+03	-6.507E+02	-3.374E+03	 2.010E+03	 2.584E+04	 3.896E+04	 1.316E+03	-6.403E+03	-2.348E+03	 2.065E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.627E+01	 1.699E+02	 9.104E+03	 4.216E+02	 2.065E+01	 4.340E+01
  68.934	 3.288E+01	 0.000E+00	 0.000E+00	-8.570E-01	 5.123E-01	 2.108E+00	 6.306E-01	 2.244E-01	-1.413E+00	-5.398E-02	 3.494E-01	 5.498E-03	-2.759E+02	 4.942E+03	 6.958E+03	-9.738E+02	-1.243E+03	 5.710E+03	-6.785E+02	 3.881E+03	 8.767E+03	-7.511E+02	-3.303E+03	 2.040E+03	 2.599E+04	 3.898E+04	 1.270E+03	-6.538E+03	-2.090E+03	 2.065E+01	 8.408E+03	 4.309E+01	 2.003E+03	 2.627E+01	 1.718E+02	 9.105E+03	 4.207E+02	 2.065E+01	 4.340E+01
  68.947	 3.288E+01	 0.000E+00	 0.000E+00	-8.907E-01	 5.700E-01	 2.089E+00	 6.603E-01	 1.844E-01	-1.405E+00	-5.085E-02	 3.429E-01	 7.773E-03	-3.337E+02	 5.076E+03	 6.871E+03	-1.086E+03	-1.122E+03	 5.702E+03	-7.802E+02	 4.055E+03	 8.686E+03	-8.263E+02	-3.253E+03	 2.071E+03	 2.612E+04	 3.898E+04	 1.238E+03	-6.632E+03	-1.890E+03	 2.066E+01	 8.408E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.733E+02	 9.110E+03	 4.198E+02	 2.066E+01	 4.342E+01
  68.959	 3.288E+01	 0.000E+00	 0.000E+00	-9.240E-01	 6.277E-01	 2.068E+00	 6.899E-01	 1.443E-01	-1.397E+00	-4.385E-02	 3.429E-01	 1.045E-02	-3.788E+02	 5.217E+03	 6.782E+03	-1.198E+03	-9.838E+02	 5.678E+03	-8.701E+02	 4.242E+03	 8.595E+03	-9.067E+02	-3.192E+03	 2.089E+03	 2.626E+04	 3.896E+04	 1.210E+03	-6.720E+03	-1.679E+03	 2.066E+01	 8.408E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.749E+02	 9.117E+03	 4.197E+02	 2.066E+01	 4.345E+01
  68.972	 3.288E+01	 0.000E+00	 0.000E+00	-9.568E-01	 6.854E-01	 2.047E+00	 7.194E-01	 1.041E-01	-1.387E+00	-4.281E-02	 3.361E-01	 1.045E-02	-4.248E+02	 5.346E+03	 6.691E+03	-1.304E+03	-8.610E+02	 5.663E+03	-9.583E+02	 4.413E+03	 8.507E+03	-9.814E+02	-3.139E+03	 2.116E+03	 2.640E+04	 3.891E+04	 1.188E+03	-6.796E+03	-1.478E+03	 2.066E+01	 8.409E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.764E+02	 9.126E+03	 4.191E+02	 2.066E+01	 4.349E+01
  68.984	 3.288E+01	 0.000E+00	 0.000E+00	-9.891E-01	 7.430E-01	 2.024E+00	 7.486E-01	 6.377E-02	-1.377E+00	-3.833E-02	 3.348E-01	 1.089E-02	-4.618E+02	 5.483E+03	 6.597E+03	-1.412E+03	-7.220E+02	 5.635E+03	-1.039E+03	 4.596E+03	 8.410E+03	-1.061E+03	-3.075E+03	 2.132E+03	 2.655E+04	 3.885E+04	 1.171E+03	-6.870E+03	-1.267E+03	 2.066E+01	 8.409E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.780E+02	 9.137E+03	 4.191E+02	 2.066E+01	 4.353E+01
  69.000	 3.288E+01	 0.000E+00	 0.000E+00	-1.028E+00	 8.147E-01	 1.994E+00	 7.846E-01	 1.328E-02	-1.363E+00	-3.534E-02	 3.298E-01	 9.541E-03	-5.017E+02	 5.646E+03	 6.478E+03	-1.541E+03	-5.541E+02	 5.600E+03	-1.132E+03	 4.817E+03	 8.288E+03	-1.159E+03	-2.997E+03	 2.154E+03	 2.673E+04	 3.874E+04	 1.155E+03	-6.949E+03	-1.008E+03	 2.066E+01	 8.410E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.799E+02	 9.149E+03	 4.192E+02	 2.066E+01	 4.359E+01
  69.013	 3.288E+01	 0.000E+00	 0.000E+00	-1.059E+00	 8.717E-01	 1.968E+00	 8.129E-01	-2.720E-02	-1.351E+00	-3.693E-02	 3.235E-01	 6.182E-03	-5.300E+02	 5.768E+03	 6.382E+03	-1.638E+03	-4.309E+02	 5.578E+03	-1.201E+03	 4.981E+03	 8.192E+03	-1.234E+03	-2.940E+03	 2.175E+03	 2.686E+04	 3.863E+04	 1.148E+03	-7.000E+03	-8.103E+02	 2.066E+01	 8.410E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.815E+02	 9.157E+03	 4.192E+02	 2.066E+01	 4.363E+01
  69.025	 3.288E+01	 0.000E+00	 0.000E+00	-1.089E+00	 9.283E-01	 1.941E+00	 8.408E-01	-6.771E-02	-1.339E+00	-3.537E-02	 3.186E-01	 3.463E-03	-5.510E+02	 5.896E+03	 6.284E+03	-1.737E+03	-2.950E+02	 5.543E+03	-1.263E+03	 5.156E+03	 8.089E+03	-1.314E+03	-2.875E+03	 2.188E+03	 2.699E+04	 3.852E+04	 1.143E+03	-7.049E+03	-6.060E+02	 2.066E+01	 8.411E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.830E+02	 9.163E+03	 4.197E+02	 2.066E+01	 4.366E+01
  69.038	 3.288E+01	 0.000E+00	 0.000E+00	-1.117E+00	 9.845E-01	 1.913E+00	 8.680E-01	-1.082E-01	-1.325E+00	-3.769E-02	 3.119E-01	-1.006E-03	-5.721E+02	 6.014E+03	 6.187E+03	-1.832E+03	-1.716E+02	 5.516E+03	-1.324E+03	 5.316E+03	 7.990E+03	-1.390E+03	-2.817E+03	 2.206E+03	 2.710E+04	 3.838E+04	 1.142E+03	-7.089E+03	-4.099E+02	 2.066E+01	 8.411E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.846E+02	 9.167E+03	 4.200E+02	 2.066E+01	 4.367E+01
  69.056	 3.288E+01	 0.000E+00	 0.000E+00	-1.158E+00	 1.068E+00	 1.869E+00	 9.078E-01	-1.689E-01	-1.304E+00	-3.769E-02	 3.052E-01	-6.857E-03	-5.935E+02	 6.194E+03	 6.038E+03	-1.975E+03	 2.565E+01	 5.463E+03	-1.407E+03	 5.565E+03	 7.833E+03	-1.508E+03	-2.720E+03	 2.224E+03	 2.722E+04	 3.817E+04	 1.145E+03	-7.143E+03	-1.087E+02	 2.066E+01	 8.412E+03	 4.309E+01	 2.004E+03	 2.628E+01	 1.869E+02	 9.169E+03	 4.209E+02	 2.066E+01	 4.368E+01
  69.069	 3.288E+01	 0.000E+00	 0.000E+00	-1.184E+00	 1.123E+00	 1.838E+00	 9.334E-01	-2.093E-01	-1.288E+00	-3.993E-02	 2.984E-01	-1.141E-02	-6.088E+02	 6.309E+03	 5.938E+03	-2.069E+03	 1.506E+02	 5.431E+03	-1.462E+03	 5.723E+03	 7.729E+03	-1.586E+03	-2.659E+03	 2.240E+03	 2.728E+04	 3.803E+04	 1.150E+03	-7.174E+03	 8.650E+01	 2.067E+01	 8.412E+03	 4.309E+01	 2.005E+03	 2.628E+01	 1.885E+02	 9.166E+03	 4.212E+02	 2.067E+01	 4.367E+01
  69.081	 3.288E+01	 0.000E+00	 0.000E+00	-1.208E+00	 1.177E+00	 1.806E+00	 9.582E-01	-2.495E-01	-1.272E+00	-3.936E-02	 2.940E-01	-1.444E-02	-6.227E+02	 6.427E+03	 5.835E+03	-2.165E+03	 2.876E+02	 5.389E+03	-1.517E+03	 5.890E+03	 7.618E+03	-1.666E+03	-2.588E+03	 2.247E+03	 2.730E+04	 3.790E+04	 1.158E+03	-7.208E+03	 2.892E+02	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.900E+02	 9.162E+03	 4.214E+02	 2.067E+01	 4.365E+01
  69.094	 3.288E+01	 0.000E+00	 0.000E+00	-1.231E+00	 1.230E+00	 1.773E+00	 9.823E-01	-2.896E-01	-1.255E+00	-4.076E-02	 2.880E-01	-1.800E-02	-6.357E+02	 6.539E+03	 5.732E+03	-2.259E+03	 4.149E+02	 5.353E+03	-1.570E+03	 6.046E+03	 7.510E+03	-1.744E+03	-2.524E+03	 2.260E+03	 2.730E+04	 3.778E+04	 1.169E+03	-7.233E+03	 4.845E+02	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.916E+02	 9.156E+03	 4.215E+02	 2.067E+01	 4.361E+01
  69.106	 3.288E+01	 0.000E+00	 0.000E+00	-1.252E+00	 1.283E+00	 1.739E+00	 1.006E+00	-3.294E-01	-1.237E+00	-3.953E-02	 2.835E-01	-1.974E-02	-6.486E+02	 6.654E+03	 5.626E+03	-2.356E+03	 5.547E+02	 5.307E+03	-1.625E+03	 6.212E+03	 7.394E+03	-1.825E+03	-2.450E+03	 2.266E+03	 2.728E+04	 3.767E+04	 1.183E+03	-7.263E+03	 6.878E+02	 2.067E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.931E+02	 9.148E+03	 4.214E+02	 2.067E+01	 4.358E+01
  69.122	 3.288E+01	 0.000E+00	 0.000E+00	-1.277E+00	 1.347E+00	 1.695E+00	 1.033E+00	-3.788E-01	-1.214E+00	-3.947E-02	 2.789E-01	-2.184E-02	-6.624E+02	 6.790E+03	 5.492E+03	-2.473E+03	 7.190E+02	 5.255E+03	-1.689E+03	 6.406E+03	 7.252E+03	-1.924E+03	-2.363E+03	 2.279E+03	 2.721E+04	 3.755E+04	 1.207E+03	-7.288E+03	 9.330E+02	 2.067E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.950E+02	 9.138E+03	 4.210E+02	 2.067E+01	 4.352E+01
  69.134	 3.288E+01	 0.000E+00	 0.000E+00	-1.295E+00	 1.398E+00	 1.659E+00	 1.055E+00	-4.179E-01	-1.195E+00	-3.697E-02	 2.773E-01	-2.164E-02	-6.726E+02	 6.902E+03	 5.380E+03	-2.569E+03	 8.635E+02	 5.203E+03	-1.741E+03	 6.571E+03	 7.128E+03	-2.005E+03	-2.283E+03	 2.282E+03	 2.713E+04	 3.747E+04	 1.230E+03	-7.311E+03	 1.139E+03	 2.067E+01	 8.415E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.966E+02	 9.129E+03	 4.205E+02	 2.067E+01	 4.348E+01
  69.147	 3.288E+01	 0.000E+00	 0.000E+00	-1.312E+00	 1.448E+00	 1.622E+00	 1.075E+00	-4.567E-01	-1.175E+00	-3.537E-02	 2.750E-01	-2.144E-02	-6.806E+02	 7.008E+03	 5.270E+03	-2.661E+03	 9.986E+02	 5.156E+03	-1.789E+03	 6.725E+03	 7.008E+03	-2.084E+03	-2.209E+03	 2.288E+03	 2.703E+04	 3.741E+04	 1.257E+03	-7.324E+03	 1.336E+03	 2.067E+01	 8.415E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.981E+02	 9.120E+03	 4.199E+02	 2.067E+01	 4.344E+01
  69.159	 3.288E+01	 0.000E+00	 0.000E+00	-1.327E+00	 1.496E+00	 1.585E+00	 1.095E+00	-4.951E-01	-1.154E+00	-3.149E-02	 2.771E-01	-1.959E-02	-6.844E+02	 7.117E+03	 5.153E+03	-2.752E+03	 1.146E+03	 5.097E+03	-1.833E+03	 6.888E+03	 6.878E+03	-2.164E+03	-2.126E+03	 2.287E+03	 2.692E+04	 3.737E+04	 1.285E+03	-7.336E+03	 1.543E+03	 2.067E+01	 8.416E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.997E+02	 9.112E+03	 4.192E+02	 2.067E+01	 4.340E+01
  69.172	 3.288E+01	 0.000E+00	 0.000E+00	-1.341E+00	 1.543E+00	 1.546E+00	 1.114E+00	-5.330E-01	-1.132E+00	-2.843E-02	 2.747E-01	-1.775E-02	-6.867E+02	 7.220E+03	 5.038E+03	-2.841E+03	 1.284E+03	 5.044E+03	-1.874E+03	 7.041E+03	 6.752E+03	-2.242E+03	-2.047E+03	 2.290E+03	 2.680E+04	 3.733E+04	 1.315E+03	-7.339E+03	 1.741E+03	 2.067E+01	 8.416E+03	 4.309E+01	 2.005E+03	 2.629E+01	 2.012E+02	 9.105E+03	 4.185E+02	 2.067E+01	 4.336E+01
  69.188	 3.288E+01	 0.000E+00	 0.000E+00	-1.357E+00	 1.601E+00	 1.497E+00	 1.136E+00	-5.796E-01	-1.104E+00	-2.219E-02	 2.734E-01	-1.380E-02	-6.837E+02	 7.349E+03	 4.890E+03	-2.949E+03	 1.467E+03	 4.966E+03	-1.919E+03	 7.239E+03	 6.584E+03	-2.341E+03	-1.941E+03	 2.286E+03	 2.664E+04	 3.731E+04	 1.352E+03	-7.339E+03	 1.998E+03	 2.067E+01	 8.416E+03	 4.309E+01	 2.005E+03	 2.629E+01	 2.032E+02	 9.098E+03	 4.175E+02	 2.067E+01	 4.333E+01
  69.200	 3.288E+01	 0.000E+00	 0.000E+00	-1.367E+00	 1.645E+00	 1.457E+00	 1.154E+00	-6.163E-01	-1.081E+00	-1.849E-02	 2.724E-01	-1.058E-02	-6.763E+02	 7.447E+03	 4.767E+03	-3.030E+03	 1.615E+03	 4.897E+03	-1.949E+03	 7.392E+03	 6.443E+03	-2.417E+03	-1.851E+03	 2.279E+03	 2.650E+04	 3.731E+04	 1.382E+03	-7.327E+03	 2.202E+03	 2.067E+01	 8.417E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.047E+02	 9.095E+03	 4.163E+02	 2.067E+01	 4.331E+01
  69.213	 3.288E+01	 0.000E+00	 0.000E+00	-1.377E+00	 1.688E+00	 1.416E+00	 1.170E+00	-6.525E-01	-1.057E+00	-1.435E-02	 2.670E-01	-7.441E-03	-6.639E+02	 7.541E+03	 4.646E+03	-3.110E+03	 1.756E+03	 4.835E+03	-1.973E+03	 7.538E+03	 6.307E+03	-2.494E+03	-1.767E+03	 2.276E+03	 2.637E+04	 3.731E+04	 1.411E+03	-7.307E+03	 2.398E+03	 2.068E+01	 8.417E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.063E+02	 9.093E+03	 4.156E+02	 2.068E+01	 4.330E+01
  69.225	 3.288E+01	 0.000E+00	 0.000E+00	-1.385E+00	 1.729E+00	 1.375E+00	 1.185E+00	-6.879E-01	-1.033E+00	-1.217E-02	 2.645E-01	-4.564E-03	-6.461E+02	 7.628E+03	 4.518E+03	-3.183E+03	 1.902E+03	 4.760E+03	-1.989E+03	 7.681E+03	 6.159E+03	-2.567E+03	-1.674E+03	 2.266E+03	 2.624E+04	 3.731E+04	 1.439E+03	-7.275E+03	 2.598E+03	 2.068E+01	 8.417E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.078E+02	 9.093E+03	 4.143E+02	 2.068E+01	 4.330E+01
  69.244	 3.288E+01	 0.000E+00	 0.000E+00	-1.394E+00	 1.788E+00	 1.311E+00	 1.206E+00	-7.400E-01	-9.950E-01	-5.965E-03	 2.516E-01	-5.771E-05	-6.086E+02	 7.757E+03	 4.335E+03	-3.290E+03	 2.113E+03	 4.658E+03	-2.003E+03	 7.891E+03	 5.950E+03	-2.680E+03	-1.543E+03	 2.255E+03	 2.607E+04	 3.732E+04	 1.480E+03	-7.217E+03	 2.884E+03	 2.068E+01	 8.417E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.102E+02	 9.096E+03	 4.137E+02	 2.068E+01	 4.331E+01
  69.256	 3.288E+01	 0.000E+00	 0.000E+00	-1.398E+00	 1.824E+00	 1.268E+00	 1.219E+00	-7.736E-01	-9.690E-01	-6.573E-03	 2.470E-01	 1.385E-03	-5.761E+02	 7.828E+03	 4.204E+03	-3.352E+03	 2.255E+03	 4.577E+03	-2.001E+03	 8.017E+03	 5.797E+03	-2.749E+03	-1.447E+03	 2.240E+03	 2.597E+04	 3.731E+04	 1.508E+03	-7.158E+03	 3.072E+03	 2.068E+01	 8.417E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.117E+02	 9.100E+03	 4.124E+02	 2.068E+01	 4.332E+01
  69.269	 3.288E+01	 0.000E+00	 0.000E+00	-1.401E+00	 1.859E+00	 1.223E+00	 1.231E+00	-8.065E-01	-9.424E-01	-2.939E-03	 2.365E-01	 3.566E-03	-5.370E+02	 7.906E+03	 4.082E+03	-3.414E+03	 2.395E+03	 4.502E+03	-1.994E+03	 8.148E+03	 5.655E+03	-2.823E+03	-1.356E+03	 2.228E+03	 2.587E+04	 3.731E+04	 1.535E+03	-7.099E+03	 3.256E+03	 2.068E+01	 8.418E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.133E+02	 9.104E+03	 4.124E+02	 2.068E+01	 4.334E+01
  69.281	 3.288E+01	 0.000E+00	 0.000E+00	-1.402E+00	 1.892E+00	 1.179E+00	 1.242E+00	-8.385E-01	-9.152E-01	-4.950E-03	 2.307E-01	 3.804E-03	-4.928E+02	 7.966E+03	 3.952E+03	-3.467E+03	 2.534E+03	 4.418E+03	-1.978E+03	 8.264E+03	 5.500E+03	-2.890E+03	-1.258E+03	 2.209E+03	 2.580E+04	 3.730E+04	 1.563E+03	-7.023E+03	 3.433E+03	 2.068E+01	 8.418E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.148E+02	 9.110E+03	 4.113E+02	 2.068E+01	 4.337E+01
  69.294	 3.288E+01	 0.000E+00	 0.000E+00	-1.402E+00	 1.923E+00	 1.134E+00	 1.252E+00	-8.698E-01	-8.875E-01	-2.092E-03	 2.192E-01	 4.953E-03	-4.427E+02	 8.035E+03	 3.831E+03	-3.522E+03	 2.672E+03	 4.338E+03	-1.958E+03	 8.387E+03	 5.357E+03	-2.962E+03	-1.165E+03	 2.191E+03	 2.573E+04	 3.728E+04	 1.592E+03	-6.949E+03	 3.608E+03	 2.068E+01	 8.418E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.164E+02	 9.116E+03	 4.117E+02	 2.068E+01	 4.339E+01
  69.309	 3.288E+01	 0.000E+00	 0.000E+00	-1.398E+00	 1.959E+00	 1.077E+00	 1.262E+00	-9.073E-01	-8.520E-01	-5.495E-03	 2.085E-01	 3.487E-03	-3.731E+02	 8.098E+03	 3.676E+03	-3.580E+03	 2.840E+03	 4.231E+03	-1.921E+03	 8.518E+03	 5.171E+03	-3.044E+03	-1.043E+03	 2.164E+03	 2.565E+04	 3.724E+04	 1.629E+03	-6.833E+03	 3.811E+03	 2.068E+01	 8.418E+03	 4.309E+01	 2.006E+03	 2.630E+01	 2.183E+02	 9.124E+03	 4.112E+02	 2.068E+01	 4.343E+01
  69.322	 3.288E+01	 0.000E+00	 0.000E+00	-1.394E+00	 1.986E+00	 1.030E+00	 1.270E+00	-9.365E-01	-8.232E-01	-3.817E-03	 1.963E-01	 3.431E-03	-3.134E+02	 8.158E+03	 3.558E+03	-3.628E+03	 2.975E+03	 4.148E+03	-1.889E+03	 8.632E+03	 5.028E+03	-3.113E+03	-9.483E+02	 2.142E+03	 2.560E+04	 3.720E+04	 1.660E+03	-6.745E+03	 3.975E+03	 2.068E+01	 8.419E+03	 4.309E+01	 2.006E+03	 2.631E+01	 2.199E+02	 9.131E+03	 4.119E+02	 2.068E+01	 4.346E+01
  69.334	 3.288E+01	 0.000E+00	 0.000E+00	-1.387E+00	 2.011E+00	 9.839E-01	 1.276E+00	-9.646E-01	-7.938E-01	-8.961E-03	 1.904E-01	 1.230E-03	-2.514E+02	 8.198E+03	 3.430E+03	-3.665E+03	 3.109E+03	 4.054E+03	-1.850E+03	 8.727E+03	 4.872E+03	-3.174E+03	-8.459E+02	 2.114E+03	 2.555E+04	 3.716E+04	 1.691E+03	-6.639E+03	 4.132E+03	 2.069E+01	 8.419E+03	 4.309E+01	 2.006E+03	 2.631E+01	 2.214E+02	 9.138E+03	 4.111E+02	 2.069E+01	 4.349E+01
  69.347	 3.288E+01	 0.000E+00	 0.000E+00	-1.379E+00	 2.034E+00	 9.371E-01	 1.280E+00	-9.918E-01	-7.638E-01	-8.521E-03	 1.776E-01	 2.461E-04	-1.849E+02	 8.249E+03	 3.315E+03	-3.707E+03	 3.241E+03	 3.967E+03	-1.809E+03	 8.831E+03	 4.730E+03	-3.241E+03	-7.504E+02	 2.087E+03	 2.550E+04	 3.712E+04	 1.722E+03	-6.539E+03	 4.286E+03	 2.069E+01	 8.419E+03	 4.309E+01	 2.006E+03	 2.631E+01	 2.230E+02	 9.145E+03	 4.119E+02	 2.069E+01	 4.352E+01
  69.359	 3.288E+01	 0.000E+00	 0.000E+00	-1.369E+00	 2.056E+00	 8.899E-01	 1.284E+00	-1.018E+00	-7.334E-01	-1.337E-02	 1.713E-01	-2.065E-03	-1.173E+02	 8.284E+03	 3.189E+03	-3.739E+03	 3.373E+03	 3.869E+03	-1.762E+03	 8.921E+03	 4.573E+03	-3.300E+03	-6.475E+02	 2.055E+03	 2.544E+04	 3.707E+04	 1.752E+03	-6.426E+03	 4.439E+03	 2.069E+01	 8.420E+03	 4.309E+01	 2.006E+03	 2.631E+01	 2.245E+02	 9.151E+03	 4.113E+02	 2.069E+01	 4.355E+01
  69.375	 3.288E+01	 0.000E+00	 0.000E+00	-1.354E+00	 2.081E+00	 8.306E-01	 1.287E+00	-1.050E+00	-6.946E-01	-1.681E-02	 1.599E-01	-4.303E-03	-2.897E+01	 8.330E+03	 3.037E+03	-3.777E+03	 3.537E+03	 3.745E+03	-1.700E+03	 9.035E+03	 4.383E+03	-3.373E+03	-5.215E+02	 2.011E+03	 2.535E+04	 3.701E+04	 1.788E+03	-6.285E+03	 4.626E+03	 2.069E+01	 8.420E+03	 4.309E+01	 2.007E+03	 2.631E+01	 2.264E+02	 9.157E+03	 4.112E+02	 2.069E+01	 4.358E+01
  69.388	 3.288E+01	 0.000E+00	 0.000E+00	-1.340E+00	 2.100E+00	 7.828E-01	 1.288E+00	-1.074E+00	-6.630E-01	-1.993E-02	 1.476E-01	-6.884E-03	 4.590E+01	 8.360E+03	 2.927E+03	-3.807E+03	 3.657E+03	 3.656E+03	-1.646E+03	 9.115E+03	 4.244E+03	-3.433E+03	-4.267E+02	 1.980E+03	 2.527E+04	 3.696E+04	 1.816E+03	-6.167E+03	 4.757E+03	 2.069E+01	 8.421E+03	 4.309E+01	 2.007E+03	 2.631E+01	 2.280E+02	 9.160E+03	 4.117E+02	 2.069E+01	 4.359E+01
  69.400	 3.288E+01	 0.000E+00	 0.000E+00	-1.324E+00	 2.118E+00	 7.349E-01	 1.287E+00	-1.098E+00	-6.308E-01	-2.519E-02	 1.410E-01	-9.548E-03	 1.218E+02	 8.381E+03	 2.809E+03	-3.827E+03	 3.779E+03	 3.553E+03	-1.587E+03	 9.187E+03	 4.093E+03	-3.485E+03	-3.270E+02	 1.940E+03	 2.517E+04	 3.691E+04	 1.844E+03	-6.041E+03	 4.888E+03	 2.069E+01	 8.421E+03	 4.309E+01	 2.007E+03	 2.631E+01	 2.295E+02	 9.161E+03	 4.114E+02	 2.069E+01	 4.359E+01
  69.413	 3.288E+01	 0.000E+00	 0.000E+00	-1.306E+00	 2.135E+00	 6.869E-01	 1.285E+00	-1.121E+00	-5.983E-01	-3.120E-02	 1.329E-01	-1.303E-02	 2.013E+02	 8.394E+03	 2.701E+03	-3.849E+03	 3.890E+03	 3.463E+03	-1.526E+03	 9.248E+03	 3.956E+03	-3.540E+03	-2.334E+02	 1.907E+03	 2.506E+04	 3.686E+04	 1.872E+03	-5.910E+03	 5.000E+03	 2.069E+01	 8.422E+03	 4.309E+01	 2.007E+03	 2.631E+01	 2.311E+02	 9.158E+03	 4.116E+02	 2.069E+01	 4.358E+01
